"API and filesystem objectID","TMS report objectID","API and filesystem object number","TMS report object number","Title","Creator","dept","location on DRMC","has files","number of files","has dg component","component number"
"120567","120567","565.1984","565.1984","The Giant (Der Riese)","Klier Michael","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Klier_Michael---The_Giant_(Der_Riese)---565.1984---120567","Yes","2","Yes","565.1984.DG"
"107603","107603","566.1984","566.1984","Warlock(ing)","Kos Paul","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kos_Paul---Warlock(ing)---566.1984---107603","Yes","1","Yes","566.1984.DG"
"120351","120351","367.1989","367.1989","Casting Fair Ophelia","Magill Mark","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Magill_Mark---Casting_Fair_Ophelia---367.1989---120351","Yes","1","Yes","367.1989.DG"
"118248","118248","489.1985","489.1985","The Theory of Ideas","Magill Mark","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Magill_Mark---The_Theory_of_Ideas---489.1985---118248","Yes","1","Yes","489.1985.DG"
"107642","","517.1986","","Itam Hakim, Hopiit (We, Someone, the Hopi People)","Masayesva, Jr. Victor","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Masayesva_Victor_Jr---Itam_Hakim,_Hopiit(We,_Someone,_the_Hopi_People)---517.1986---107642","Yes","1","No",""
"118215","118215","710.1981","710.1981","Ritual Clowns","Masayesva, Jr. Victor","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Masayesva_VIctor_Jr---Ritual_Clowns---710.1981---118215","Yes","1","Yes","710.1981.DG"
"118212","118212","711.1981","711.1981","Man on the Empire State","Maus Teodoro","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Maus_Teodoro---Man_on_the_Empire_State---711.1981---118212","Yes","1","Yes","711.1981.DG"
"118297","","474.1988","","Homage to May 19th","McFerran Mary","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/McFerran_Mary---Homage_to_May_19th---474.1988---118297","Yes","1","No",""
"118250","118250","490.1985","490.1985","Easy Living","McGowan Mickey","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/McGowan_Mickey---Easy_Living---490.1985---118250","Yes","1","Yes","490.1985.DG"
"118295","118295","476.1988","476.1988","Tattoo","Milano Susan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Milano_Susan---Tattoo---476.1988---118295","Yes","1","Yes","476.1988.DG"
"118205","118205","733.1980","733.1980","Presumed Innocent","Moore Stefan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Moore-Stefan---Presumed_Innocent---733.1980---118205","Yes","1","Yes","733.1980.DG"
"88842","88842","469.2003","469.2003","Navigating the Void","Morey Melinda","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Morey_Melinda---Navigating_the_Void---469.2003---88842","Yes","1","Yes","469.2003.DG"
"120155","120155","701.1990","701.1990","Scale-Model Sadness (Tristesse Modèle Réduit)","Morin Robert","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Morin_Robert---Scale-Model_Sadness_(Tristesse_Modele_Reduit)---701.1990---120155","Yes","2","Yes","701.1990.DG"
"120449","120449","758.1993.1-3","758.1993.1-3","Media Hostages","Muntadas Antonio","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Muntadas_Antonio---Media_Hostages---758.1993.1-3---120449","Yes","1","Yes","758.1993.1-3.DG"
"122338","","572.1984","","In the Planet of the Eye","Myers Rita","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Myers_Rita---In_the_Planet_of_the_Eye---572.1984---122338","Yes","1","No",""
"153241","153241","1140.2011","1140.2011","Fervor","Neshat Shirin","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Neshat_Shirin---Fervor---1140.2011---153241","Yes","3","Yes","1140.2011.DG"
"120141","120141","573.1984","573.1984","My Head is Spinning (J'ai la tête qui tourne)","Nyst Jacques Louis","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nyst_Jacques_Louis---My_Head_is_Spinning_(J'ai_la_tete_qui_tourne)---573.1984---120141","Yes","2","Yes","573.1984.DG"
"122330","122330","480.1988","480.1988","The Image (L'Image)","Nyst Jacques Louis","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Nyst_Jacques_Louis---The_Image_(L'image)---480.1988---122330","Yes","1","Yes","480.1988.DG"
"120377","120377","820.2006","820.2006","Danchizake (Homemade Sake)","Ono Satoshi","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Ono_Satoshi---Danchizake_(Homemade_Sake)---820.2006---120377","Yes","1","Yes","820.2006.DG"
"88838","88838","714.1981","714.1981","The Loner","Oursler Tony","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Oursler_Tony---The_Loner---714.1981---88838","Yes","1","Yes","714.1981.DG"
"120237","120237","739.1994","739.1994","The Weak Bullet","Oursler Tony","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Oursler_Tony---The_Weak_Bullet---739.1994---120237","Yes","1","Yes","739.1994.DG"
"107680","107680","481.1988","481.1988","Herb Schiller Reads the New York Times: 712 Pages of Waste; The Sunday Times","Paper Tiger Television","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Paper_Tiger_Television---Herb_Schiller_Reads_the_New_York_Times_712_Pages_of_Waste_The_Sunday_Times---481.1988---107680","Yes","1","Yes","481.1988.DG"
"120590","120590","979.1998","979.1998","Document on Hygiene No. 3","Zhang Peili","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Peili_Zhang---Document_on_Hygiene_No._3---979.1998---120590","Yes","3","Yes","979.1998.DG"
"126294","126294","64.2009","64.2009","Fox in the Mirror: Concert","Porter Liliana","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Porter_Liliana---Fox_in_the_Mirror_Concert---64.2009---126294","Yes","1","Yes","64.2009.DG"
"120222","120222","471.2003","471.2003","Hostage: The Bachar Tapes","Raad Walid","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Raad_Walid---Hostage_The_Bachar_Tapes---471.2003---120222","Yes","1","Yes","471.2003.DG"
"120238","120238","576.1984","576.1984","Naked Doom","Rankus Edward","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rankus_Edward---Naked_Doom---576.1984---120238","Yes","1","Yes","576.1984.DG"
"107700","107700","1291.1979","1291.1979","The Police Tapes","Raymond Susan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Raymond_Susan---The_Police_Tapes---1291.1979---107700","Yes","2","Yes","1291.1979.DG"
"118246","118246","577.1984","577.1984","Sabda","Reeves Daniel","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Reeves_Daniel---Sabda---577.1984---118246","Yes","1","Yes","577.1984.DG"
"118220","118220","481.1982","481.1982","Smothering Dreams","Reeves Daniel","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Reeves_Daniel---Smothering_Dreams---481.1982---118220","Yes","1","Yes","481.1982.DG"
"118392","118392","975.1998","975.1998","Pickelporno","Rist Pipilotti","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rist_Pipilotti---Pickelporno---975.1998---118392","Yes","1","Yes","975.1998.DG"
"118230","118230","578.1984","578.1984","Visual Gong (Das Feenband)","Rosenbach Ulrike","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosenbach_Ulrike---Visual_Gong_(Das_Feenband)---578.1984---118230","Yes","2","Yes","578.1984.DG"
"120323","","425.1991","","The Andersons","Shaw Jim","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Shaw_Jim---The_Andersons---425.1991---120323","Yes","1","No",""
"120284","120284","976.1998","976.1998","Psychedelic Invasion of the Battleship Potyomkin into Sergey Eisenstein's Tautological Hallucinations","Roitburd Alexander","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Roitburd_Alexander---Psychedelic_Invasion_of_the_Battleship_Potyomkin_into_Sergey_Eisenstein's_Tautological_Hullucinations---976.1998---120284","Yes","1","Yes","976.1998.DG"
"118635","118635","3511.2005","3511.2005","Nailed","Shaw Angel Velasco","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Shaw_Angel_Velasco---Nailed---3511.2005---118635","Yes","2","Yes","3511.2005.DG"
"107741","107741","448.1975","448.1975","TV In and TV Out","Sonnier Keith","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Sonnier_Keith---TV_In_and_TV_Out---448.1975---107741","Yes","1","Yes","448.1975.DG"
"120569","","581.1984","","Some Call It Bad Luck","Steele Lisa","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Steele_Lisa---Some_Call_It_Bad_Luck---581.1984---120569","Yes","1","No",""
"118229","118229","582.1984","582.1984","Spine Time","Sturgeon John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Sturgeon_John---Spine_Time---582.1984---118229","Yes","1","Yes","582.1984.DG"
"120236","120236","583.1984","583.1984","Diana","Theys Koen","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Theys_Koen---Diana---583.1984---120236","Yes","1","Yes","583.1984.DG"
"118292","118292","670.1987","670.1987","Berlin (West)/Andere Richtungen","Sherman Stuart","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Sherman_Stuart---Berlin_(West):Andere_Richtungen---670.1987---118292","Yes","2","Yes","670.1987.DG"
"118304","118304","478.1988","478.1988","A Common Man's Courage","Mulligan Jim","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/University_Community_Video---A_Common_Man's_Courage---478.1988---118304","Yes","1","Yes","478.1988.DG"
"130052","130052","CT64","CT64","Video From Tokyo to Fukui and Kyoto (Prog. 2)","Kobayashi Hakudo","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kobayashi_Hakudo---VideofromTokyoKyoto2---CT64---130052","Yes","1","Yes","CT64.DG"
"92848","","399.2004.a-c","","Drunk","Wearing Gillian","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/ Wearing_Gillian---Drunk---399.2004.a-c---92848","Yes","3","No",""
"118235","118235","534.1984","534.1984","City of Angels","Abramovic Marina","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Abramovic_Marina---City_of_Angels---534.1984---118235","Yes","1","Yes","534.1984.DG"
"100620","","1098.2005.a-f","","Play Dead; Real Time","Gordon Douglas","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Gordon_Douglas---Play_Dead_Real_Time---1098.2005.a-f---100620","Yes","3","No",""
"118216","118216","717.1981","717.1981","Psyche and Eros","Rosenbach Ulrike","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosenbach_Ulrike---Psyche_and_Eros---717.1981---118216","Yes","1","Yes","717.1981.DG"
"118547","118547","1640.2000","1640.2000","Casual Shopper","Barry Judith","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Barry_Judith---Casual_Shopper---1640_2000---118547","Yes","1","Yes","1640.2000.DG"
"129985","129985","CT14","CT14","Shapes From Bone Change, 2 Triangles, Conjunct, 2 Aspects","Sturgeon John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Sturgeon_John---Shapes_From_Bone_Change,_2_Triangles,_Conjunct,_2_Aspects---CT14---129985","Yes","1","Yes","CT14.DG"
"147866","147866","517.2011","517.2011","In-Formation","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---In-Formation---517_2011---147866","Yes","2","Yes","517.2011.DG"
"118185","118185","447.1975","447.1975","Television Delivers People","Serra Richard","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Serra_Richard---Television_Delivers_People---447.1975---118185","Yes","1","Yes","447.1975.DG"
"159798","","592.2012","","Watchwords of the Eighties","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Watchwords_of_the_Eighties---592.2012---159798","Yes","1","No",""
"159725","159725","561.2012","561.2012","The Duality of Nature","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---The_Duality_of_Nature---561.2012---159725","Yes","2","Yes","561.2012.DG"
"127857","127857","207.2007.1","207.2007.1","Rehearsal I (Ensayo I)","Alÿs Francis","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Alys_Francis---RehearsalI_EnsayoI---207.2007.1---127857","Yes","51","Yes","207.2007.1.DG"
"120315","120315","699.1994","699.1994","La Profesora","Bobe German","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Bobe_German---La_Professora---699.1994---120315","Yes","1","Yes","699.1994.DG"
"167257","167257","227.2013","227.2013","To and Fro. Fro and To. And To and Fro. And Fro and To","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---To_and_Fro._Fro_and_To._And_To_and_Fro._And_Fro_and_To---227.2013---167257","Yes","1","Yes","227.2013.DG"
"118289","118289","510.1986","510.1986","Great Mother (YUMIKO)","Idemitsu Mako","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Idemitsu_Mako---Great_Mother(Yumiko)---510.1986---118289","Yes","1","Yes","510.1986.DG"
"88837","88837","485.1985","485.1985","URA ARU (the backside exists)","Hill Gary","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Hill_Gary---URAARU---485.1985---88837","Yes","1","Yes","485.1985.DG"
"147872","147872","523.2011","523.2011","The Silver and the Cross","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---TheSilverandtheCross---523.2011---147872","Yes","2","Yes","523.2011.DG"
"133634","133634","1648.2009","1648.2009","Silent Movie","Horowitz Jonathan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Horowitz_Jonathan---Silent Movie---1648_2009---133634","Yes","14","Yes","1648.2009.DG"
"118518","118518","960.1998","960.1998","Las Meninas (Maids of Honor)","Downey Juan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Downey_Juan---Las_Meninas_(Maids_of_Honor)---960.1998---118518","Yes","1","Yes","960.1998.DG"
"170615","170615","631.2013","631.2013","Us Dead Talk Love","Atkins Ed","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Atkins_Ed---Us_Dead_Talk_Love---631.2013---170615","Yes","12","Yes","631.2013.DG"
"159792","159792","587.2012","587.2012","Travelling Garage Sale","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---Travelling_Garage_Sale---587.2012---159792","Yes","1","Yes","587.2012.DG"
"120343","120343","554.2004","554.2004","Paper Gun","Chunsheng Lu","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Chunsheng_Lu---Paper_Gun---554.2004---120343","Yes","1","Yes","554.2004.DG"
"130174","","CT121","","Video: New Canadian Narrative, September 8-November 1, 1988 PROGRAM IX: Intention","Steele Lisa","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Steele_Lisa---Video_New_Canadian_Narrative,_September_8-November_1,_1988_PROGRAM_IX_Intention---CT121---130174","Yes","1","No",""
"118516","118516","657.1997","657.1997","I Graduated!","Jue Chen","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Jue_Chen---I_Graduated!---657.1997---118516","Yes","1","Yes","657.1997.DG"
"102431","102431","354.2006","354.2006","33 Questions Per Minute","Lozano-Hemmer Rafael","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Lozano-Hemmer_Rafael---33Questions---354_2006---102431","Yes","21","Yes","354.2006.DG"
"120374","","455.2003","","Funky Squaredance","Coppola Roman","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Coppola_Roman---Funky_Squaredance---455.2003---120374","Yes","1","No",""
"120577","120577","450.2003","450.2003","The 21st Annual World Eskimo-Indian Olympics","Blumberg Skip","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Blumberg_Skip---The_21st_Annual_World_Eskimo-Indian_Olympics---450.2003---120577","Yes","1","Yes","450.2003.DG"
"100111","100111","634.2005","634.2005","Reason Is A Name Given To Collective Thought","caraballo-farman","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/caraballo-farman---Reason_Is_A_Name_Given_To_Collective_Thought---634.2005---100111","Yes","1","Yes","634.2005.DG"
"130017","130017","CT43","CT43","Julio Zando Video Compilation #2","Zando Julie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Zando_Julie---Julio_Zando_Video_Compilation_#2---CT43---130017","Yes","1","Yes","CT43.DG"
"159799","159799","593.2012","593.2012","A Simple Case of Torture, or How to Sleep at Night","Rosler Martha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Rosler_Martha---A_Simple_Case_of_Torture,_or_How-to_Sleep_at_Night---593.2012---159799","Yes","1","Yes","593.2012.DG"
"118191","118191","1281.1979","1281.1979","Another Day of a Housewife","Idemitsu Mako","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Idemitsu_Mako---AnotherDay---1281.1979---118191","Yes","1","Yes","1281.1979.DG"
"118240","118240","544.1984","544.1984","Who Steals an Egg, Steals an Egg (Qui Vole un Oeuf, Vole un Oeuf)","Cayo Elsa","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cayo_Elsa---Who_Steals_an_Egg,_Steals_an_Egg_(Qui_Vole_un_Oeuf,_Vole_un_Oeuf)---544.1984---118240","Yes","1","Yes","544.1984.DG"
"118294","","667.1987","","Trick or Drink","Green Vanalyne","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Green_Vanalyne---Trick_or_Drink---667.1987---118294","Yes","1","No",""
"118243","118243","542.1984","542.1984","Juste le Temps","Cahen Robert","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cahen_Robert---Juste_le_Temps---542.1984---118243","Yes","1","Yes","542.1984.DG"
"118250","118250","490.1985","490.1985","Easy Living","McGowan Mickey","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Lord_Chip---Easy_Living---490.1985---118250","Yes","1","Yes","490.1985.DG"
"159666","159666","542.2012","542.2012","Body Tape","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Body_Tape---542.2012---159666","Yes","2","Yes","542.2012.DG"
"120203","120203","414.1991","414.1991","Belladonna","B Beth","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/B_Beth---Belladonna---414.1991---120203","Yes","1","Yes","414.1991.DG"
"118394","","1342.1999.1","","After Eve","Reinke Steve","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Reinke_Steve---After_Eve---1342.1999.1---118394","Yes","1","No",""
"120122","120122","562.1984","562.1984","My Very First Kiss","Jaeggi Danielle","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Jaeggi_Danielle---My_Very_First_Kiss---562.1984---120122","Yes","1","Yes","562.1984.DG"
"118585","","1666.2000","","if Only I","Cumming Donigan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cumming_Donigan---if_Only_I---1666.2000---118585","Yes","1","No",""
"118222","","1130.1983","","Piano Players Rarely Ever Play Together","Palfi Stevenson J.","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Palfi_Stevenson_J.---Piano_Players_Rarely_Ever_Play_Together---1130.1983---118222","Yes","0","No",""
"119120","119120","574.2008","574.2008","Cat Walking","Kugimiya Yui","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Kugimaya_Yui---CatWalking---574.2008---119120","Yes","1","Yes","574.2008.DG"
"118613","","556.2004","","Thisplace","Lindman Pia","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Lindman_Pia---Thisplace---556.2004---118613","Yes","1","No",""
"159621","159621","541.2012","541.2012","Visual Text: Finger Poem","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Visual_Text_Finger_Poem---541.2012---159621","Yes","2","Yes","541.2012.DG"
"102890","102890","355.2006","355.2006","Rio-São Paulo","Pitta Thiago Rocha","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Pitta_Thiago_Rocha---Rio-Sao_Paulo---355.2006---102890","Yes","3","Yes","355.2006.DG"
"167263","167263","233.2013","233.2013","Green As Well As Blue As Well As Red","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Green_As_Well_As_Blue_As_Well_As_Red---233.2013---167263","Yes","1","Yes","233.2013.DG"
"167268","167268","238.2013","238.2013","Trailer for Plowman's Lunch","Weiner Lawrence","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weiner_Lawrence---Trailer_for_Plowman's_Lunch---238.2013---167268","Yes","1","Yes","238.2013.DG"
"147840","147840","491.2011","491.2011","Between Two Wars","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---BetweenTwoWars---491_2011---147840","Yes","1","Yes","491.2011.DG"
"120307","120307","720.1981","720.1981","Spiral 5 PTL","Sandin Dan","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Sandin_Dan---Spiral_5_PTL---720.1981---120307","Yes","5","Yes","720.1981.DG"
"159667","159667","543.2012","543.2012","Fragments Burgenland","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---Fragments_Burgenland---543.2012---159667","Yes","2","Yes","543.2012.DG"
"159604","159604","536.2012","536.2012","Untitled (Steel ball and table)","Cool Marie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Cool_Marie---Untitled_(Steel_ball_and_table)---536.2012---159604","Yes","2","Yes","536.2012.DG"
"156765","156765","532.2012","532.2012","Open Your Eyes","Attia Kader","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Attia_Kader---Open_Your_Eyes---532.2012---156765","Yes","161","Yes","532.2012.DG"
"159720","159720","558.2012","558.2012","I (Beat (It))","EXPORT VALIE","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/EXPORT_VALIE---I_(Beat_(IT)_)---558.2012---159720","Yes","4","Yes","558.2012.DG"
"128836","128836","372.2009","372.2009","The Farmers and The Helicopters","Lê Dinh Q.","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Le_DinhQ---The_Farmers_and_the_Helicopters---372.2009---128836","Yes","7","Yes","372.2009.DG"
"147867","147867","518.2011","518.2011","On Construction of Griffith's Films","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---OnConstructionofGriffithsFilms---518_2011---147867","Yes","2","Yes","518.2011.DG"
"120544","120544","487.1986","487.1986","Sharkey's Day","Anderson Laurie","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Anderson_Laurie---Sharkeys_Day---487_1986---120544","Yes","1","Yes","487.1986.DG"
"147858","147858","509.2011","509.2011","The Expression of Hands","Farocki Harun","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Farocki_Harun---TheExpressionofHands---509_2011---147858","Yes","2","Yes","509.2011.DG"
"120270","120270","445.2003","445.2003","The Eternal Frame","T. R. Uthco","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Uthco_T.R.---The_Eternal_Frame---445.2003---120270","Yes","1","Yes","445.2003.DG"
"118238","118238","584.1984","584.1984","The Commission","Vasulka Woody","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Vasulka_Woody---The_Commission---584.1984---118238","Yes","1","Yes","584.1984.DG"
"118391","118391","978.1998","978.1998","Dance of Darkness","Vélez Edin","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Vélez_Edin---Dance_of_Darkness---978.1998---118391","Yes","1","Yes","978.1998.DG"
"120311","120311","368.1989","368.1989","Meaning of the Interval","Vélez Edin","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Velez_Edin---Meaning_of_the_Interval---368.1989---120311","Yes","1","Yes","368.1989.DG"
"118287","118287","543.1986","543.1986","I Do Not Know What It Is I Am Like","Viola Bill","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Viola_Bill---I_Do_Not_Know_What_It_Is_I_Am_Like---543.1986---118287","Yes","1","Yes","543.1986.DG"
"120149","120149","588.1984","588.1984","Das Frauenzimmer","Von Alemann Claudia","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Von_Alemann_Claudia---Das_Frauenzimmer---588.1984---120149","Yes","4","Yes","588.1984.DG"
"120164","120164","589.1984","589.1984","Casablanca II","Weibel Peter","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Weibel_Peter---Casablanca_II---589.1984---120164","Yes","1","Yes","589.1984.DG"
"118380","118380","667.1997","667.1997","Gestures","Wilke Hannah","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wilke_Hannah---Gestures---667.1997---118380","Yes","1","Yes","667.1997.DG"
"118379","118379","668.1997","668.1997","Hello Boys","Wilke Hannah","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wilke_Hannah---Hello_Boys---668.1997---118379","Yes","1","Yes","668.1997.DG"
"107961","107961","724.1981","724.1981","Deafman Glance","Wilson Robert","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wilson_Robert---Deafman_Glance---724.1981---107961","Yes","1","Yes","724.1981.DG"
"120227","120227","493.1988","493.1988","Ordinary Shadows, Chinese Shade","Wong Paul","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wong_Paul---Ordinary_Shadows,_Chinese_Shade---493.1988---120227","Yes","2","Yes","493.1988.DG"
"118607","118607","564.2004","564.2004","2 Wall Sections","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---2_Wall_Sections---564.2004---118607","Yes","1","Yes","564.2004.DG"
"118608","118608","563.2004","563.2004","12 Reasons to Stand Somewhere","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---12_Reasons_to_Stand_Somewhere---563.2004---118608","Yes","1","Yes","563.2004.DG"
"118605","118605","559.2004","559.2004","Headstand","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---Headstand---559.2004---118605","Yes","1","Yes","559.2004.DG"
"118610","118610","561.2004","561.2004","October '97","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---October_'97---561.2004---118610","Yes","1","Yes","561.2004.DG"
"118602","118602","566.2004.3","566.2004.3","Point","Wood John","Media and Performance Art","/Volumes/drmc/Collections_materials/Media_Performance_Art/Wood_John---Point---566.2004.3---118602","Yes","1","Yes","566.2004.3.DG"
